permno,yyyymm,am,aop,abnormalaccruals,accruals,accrualsbm,activism1,activism2,adexp,ageipo,analystrevision,analystvalue,announcementreturn,assetgrowth,bm,bmdec,bpebm,beta,betafp,betaliquidityps,betatailrisk,bidaskspread,bookleverage,brandinvest,cboperprof,cf,cpvolspread,cash,cashprod,chassetturnover,cheq,chforecastaccrual,chinv,chinvia,chnanalyst,chnncoa,chnwc,chtax,changeinrecommendation,citationsrd,compequiss,compositedebtissuance,consrecomm,convdebt,coskewacx,coskewness,credratdg,customermomentum,debtissuance,delbreadth,delcoa,delcol,deldrc,delequ,delfinl,dellti,delnetfin,divinit,divomit,divseason,divyieldst,dolvol,downrecomm,ebm,ep,earnsupbig,earningsconsistency,earningsforecastdisparity,earningsstreak,earningssurprise,entmult,equityduration,exchswitch,exclexp,feps,fr,firmage,firmagemom,forecastdispersion,frontier,gp,governance,gradexp,grltnoa,grsaletogrinv,grsaletogroverhead,herf,herfasset,herfbe,high52,io_shortinterest,idiovol3f,idiovolaht,illiquidity,indipo,indmom,indretbig,intmom,intanbm,intancfp,intanep,intansp,invgrowth,investppeinv,investment,lrreversal,leverage,mrreversal,ms,maxret,meanrankrevgrowth,mom12m,mom12moffseason,mom6m,mom6mjunk,momoffseason,momoffseason06yrplus,momoffseason11yrplus,momoffseason16yrplus,momrev,momseason,momseason06yrplus,momseason11yrplus,momseason16yrplus,momseasonshort,momvol,noa,netdebtfinance,netdebtprice,netequityfinance,netpayoutyield,numearnincrease,opleverage,oscore,operprof,operprofrd,optionvolume1,optionvolume2,orderbacklog,orderbacklogchg,orgcap,ps,patentsrd,payoutyield,pctacc,pcttotacc,predictedfe,pricedelayrsq,pricedelayslope,pricedelaytstat,probinformedtrading,rd,rdability,rdipo,rds,rdcap,rev6,rio_disp,rio_mb,rio_turnover,rio_volatility,rivolspread,realizedvol,recomm_shortinterest,residualmomentum,returnskew,returnskew3f,revenuesurprise,roe,sp,shareiss1y,shareiss5y,sharerepurchase,sharevol,shortinterest,smileslope,spinoff,surpriserd,tax,totalaccruals,trendfactor,uprecomm,varcf,volmkt,volsd,volumetrend,xfin,betavix,cfp,dcpvolspread,dnoa,dvolcall,dvolput,fgr5yrlag,grcapx,grcapx3y,hire,iomom_cust,iomom_supp,realestate,retconglomerate,roaq,sfe,sinalgo,skew1,std_turn,tang,zerotrade,zerotradealt1,zerotradealt12,ret,rf,excessret
15579,200305,0.44510201,-10.092222,-0.020564382,0.10465984,0,13.4,4.9833978,0.002087429,47,1,0.31836641,0.134594396,0.10953724,-1.406824,0.25174442,0.02604115,1.202537246,1.6336533,0.236065472,0.978429035,0.008549022,-1.2923014,-5345.8882,0.21636352,0.039435491,0.00307399,0.2039597,-6.6818275,-0.95589268,-0.94367653,0.8,0.028776979,0.18710724,0,-0.10593066,-3.17E-05,0.00976298,0.300000038,0,0.806040577,0.47628888,-0.8,-1,-0.22424443,0.3461042,0,-0.032525892,-1,-0.31,0.076479897,0.067046776,0.005351855,0.042329621,0.006865877,-0.013194424,-0.024418639,0,0,0,0,-8.2155752,-0.4,0.36113,0.057153501,0.218489104,0.868835741,63.188183,0.000547645,-0.010298956,-24.731129,-18.137936,0,-0.41,0.40000001,-0.025415864,-928,0.022736404,-0.075000003,-0.4375,0.26763418,-9,0.46661952,0.15495771,0.046225615,-0.19687887,-0.15110845,-0.155398041,-0.1927591,0.63388991,49.5909986,-0.0190372,-0.028987706,1.39E-10,0,-0.00825529,0.001749271,-0.4860709,-0.39524141,-0.1581091,-0.15727136,-0.41992766,0.40275487,-0.005756208,-1.0983516,0.61846107,0.11001317,-0.10654964,3.4,-0.059883367,3793.2666,-0.3520104,-0.009996674,-0.073663689,0.088039086,-0.024995744,-0.029223477,-0.019902041,-0.010962036,0.2,0.083964087,0.012333737,-0.057729423,-0.046527058,-0.17335191,4,-0.58668172,0.007880832,-0.133217085,0.021433476,0.010351289,0,0.43260029,0,0.109521,0.18841498,-1331.905,-1.2983427,-0.061852593,-0.085393041,-0.39036524,6.2,0,0.015627852,10.049751,-0.66169155,-0.11418586,0.022577263,-0.20482621,0.16491574,0.162737786,0.04507719,3.86501,0,-103.0112932,0.18639575,0.006882734,3.2,1,1.2,3,-0.001328498,-0.026605366,1,-0.15718932,-0.136809293,-0.089053685,1.6257758,-0.016920617,0.23133795,-0.000587731,-16.712982,1,-0.8,-15352.906,-0.012620986,0,0,3.4683726,0.014785553,0.13895597,0.4,-0.000526639,-0.13319807,-44.25583125,-0.024412688,0.031117307,-0.001439544,0.051311273,0.00909397,-0.013261851,-0.037153989,0.028060019,-20.440001,-0.30371448,-1.0394889,0.20094554,5.7931724,7.143311,0.11850186,0.246901651,-0.039532855,0.043611328,0,-0.0572365,-0.103689472,0.59520704,1.54E-08,1.49E-08,1.49E-08,0.108707,0.000903,0.107804
15069,200305,2.0229638,0.5368464,-0.006325831,0.11409075,0,14,6.9363264,0.01432135,47,1.0342466,0.81827927,-0.028668221,-0.05888918,-0.63068908,0.67196089,-0.22826058,0.270257921,0.31205013,0.016541835,0.419195375,0.005101596,-2.5860188,-21797.32556,0.23250046,0.32033291,0.00449051,0.030154239,12.414071,0.008188009,-1.0196079,0.6,0.001020376,0.79704875,0,-0.079187244,0.025463674,0.00105042,-2,0,0.10619167,-0.20702788,-0.4,0,-0.11691023,0.29872599,0,0.008679531,-1,0.414,0.056822166,0.033863716,0.017412575,-0.00605848,-0.094512291,-0.036988616,-0.057523675,0,0,0,0,-6.7526984,-1,0.39133406,0.21267395,0.268131716,0.531140484,58.490829,0.003892734,0.61429995,-2.6461394,-14.393946,0,-0.37,3.02,-0.064844213,-930,-0.015838778,-0.14238411,-0.544905854,0.31080663,-10,0.343011048,0.057436369,0.14898475,0.039513241,-0.171061693,-0.11143181,-0.117690213,0.876661,76.8829998,-0.008751212,-0.014382238,4.61E-10,0,0.045102865,-0.011782671,-0.26802611,0.14136823,0.28939536,0.19922231,0.32519901,0.027839739,-0.05777311,-0.9953329,-0.33258468,1.157162,-0.071004748,6,-0.022754556,2372.1333,-0.14378403,-0.001514307,0.14984065,0.112979267,-0.006872277,-0.020802846,-0.003863922,-0.01545667,0,-0.024477715,-0.048331987,-0.04454397,-0.037615199,-0.010940891,8,-0.63537288,0.010203756,-0.37501779,0.021045247,0.044051584,1,1.517267,0,0.79757082,0.25686651,-537.89111,-1.0964189,-0.26753449,-0.24254435,0.063593976,6,0,0.045987919,1.7587253,1.3821656,-0.057921022,0.17243068,1.2846467,2.4576128,0.215944736,0.056031886,3.21405998,0,-4336.327304,0.171681048,0.056033,4.8,1,1,3.6,0.036189556,-0.011666091,1,0.015385829,0.520707185,0.070143219,1.4507487,0.031781375,3.5890081,-0.001522363,-0.074389286,1,-0.8,-7906.48,-0.008786991,0,1,1.9293302,0.018054096,0.13518584,0,-0.007108175,-0.086307429,-4.78007777,-0.004665585,0.030380061,-0.0036726,0.45604169,0.005372003,-0.078715861,-0.002378002,-0.002994001,-9.4899998,-0.18940493,-1.2072183,0.007179637,10.544285,9.9206476,0.217422796,0.278820908,0.011173821,0.055264379,0,-0.071774997,-0.092791913,0.79185987,2.23E-08,2.28E-08,2.22E-08,0.140861,0.000903,0.139958
10143,200305,0.6017468,1.7054595,0.149322765,0.019789312,0,13.4,6.12412786,0.008030603,20.8,1.0058479,-0.72240651,0.221534131,0.021371024,-0.59692693,0.22985454,0.079057723,2.109954879,1.4755327,-0.074707741,-0.124012722,0.014409928,-1.5273854,-44.419273,0.26301974,-0.21697091,0.004934549,0.67890304,-0.82431608,-16.407768,-0.68949789,0,0,-0.84237027,0,-0.12933016,0.003925789,0,-0.5,0,1.1908841,-6.9624243,-0.2,-1,0.02347352,0.099563681,0,0.059325456,-1,-0.62099999,-0.001879165,-0.005107911,0.014713859,0.29165316,-0.27397877,0,-0.29789883,0,0,0,0,-5.0420513,-1,0.47302955,0.046674148,0.271560162,0.231792016,-77.908165,0.005919662,2.7261534,-10.0601523,-20.984577,0,0,-3.4400001,-0.014121153,-206,0.290191537,-0.125,0.49467564,-0.17030831,-11.4,0.948979564,0.15137915,0.074431402,0.260224515,-0.09161505,-0.045967444,-0.05843968,0.78639621,90.8803982,-0.042461205,-0.056234741,2.71E-09,0,0.033644922,-0.02295062,-0.45824209,-1.0896,-1.2697123,-1.4317799,-2.9388359,0.00991946,-0.041871659,-2.9157703,-1.3357078,0.20777497,0.30013135,4,-0.116619416,3093.8667,-0.30503449,-0.007326151,-0.021769302,-0.021769302,-0.061111115,-0.033191573,-0.030006791,-0.025416149,0,0.40539426,-0.1023351,-0.033725511,-0.11727688,-0.20006581,5,-0.39584646,-0.29662442,0.141736469,-0.010671946,-0.007945162,1,0.20798419,0,0.297989016,0.246525804,-1569.9287,-1.9200664,-0.020271031,-0.00738078,-0.373421886,4.2,0,0.003867447,0.57630253,0.64052838,-0.076433759,0.037651654,0.48410365,1.3789561,0.167315566,0.24151388,0.097575776,0,23.90799,0.162008123,-0.035728551,4,2.4,4,4,-0.082948864,-0.045645652,0.4,-0.41174287,-0.286362489,-0.348760226,0.29692531,-0.57629752,0.022671347,-0.037224777,-0.63912719,0,-0.6,-689.017632,0.021849036,0,1,0,0.23651277,0.1236708,0,-0.003914586,-0.39983615,-9.209008721,-0.032189213,-0.31065169,-0.007460847,-0.096198387,-0.053057015,-0.12883121,0.11060202,-0.057545006,-43.5,-5.7063785,-3.0708332,-0.11330049,8.7860498,7.9302654,0.11449984,0.090516137,-0.051982231,0.068312757,0,-0.037694667,-0.087136478,0.87621367,7.38E-09,5.31E-09,5.59E-09,0.248106,0.000903,0.247203
10107,200305,0.2560221,-0.23416473,0.004731092,0.002915613,0,11.6,3.51427604,0.004806612,20.8,1,0.35573,0.002500754,-0.14156978,-1.75845,0.14688694,0.10241547,1.045401198,0.98304129,-0.082199946,0.902176166,0.007225307,-1.2865838,-1126.863498,0.35369423,0.033468399,-0.000991583,0.61998874,-5.0857234,-0.022024595,-1.1034279,0.6,-0.010606526,0.4126125,0,0.046999879,-0.010542508,-0.005788346,1.3333333,0,-0.069925591,-1.34669928,0,0,-0.31203148,0.13899566,0,-0.02568349,0,0.82800001,-0.029739249,-0.02540523,0.093299605,-0.077082492,0,-0.000788003,0.12620664,1,0,1,0.4,-10.429214,0,0.29990289,0.025387241,-0.15362357,-0.089751847,0.10120243,0.001139818,-0.19611356,-16.605371,-18.140928,0,0.07,1.04,-0.000955144,-207,0.290191537,-0.009615385,-0.92442608,0.35756734,-9,0.068467796,-0.036115915,-0.461021991,0.062187914,-0.102582315,-0.130820058,-0.169828193,0.84526879,83.312,-0.009288521,-0.015381495,9.64E-12,0,-0.018759824,0.08802065,0.023153525,-0.30929548,0.020847071,0.073766969,0.026380336,-0.611665066,-0.021752704,-0.73880976,0.25075272,0.058534693,0.10128982,5.4,-0.023534335,2475.2666,0.007514367,0.012112432,-0.11073933,0.29117917,-0.000161417,-0.040203132,-0.043734167,-0.019802622,0,0.18237412,0.001684686,-0.025767326,-0.11503769,0.074445121,3,-0.2282937,0,0.676775831,0.072055034,0.014825708,0,0.21850516,0,0.26032963,0.26447979,-1377.01,-0.85085964,-0.277098877,-0.094555863,-0.783873726,4.2,0.8,0.019680057,0.85323799,-1.3071913,-0.1011408,0.055875745,-0.32007352,1.6207891,0.149685366,0.016300848,0.214992768,0,-1630.2,0.081040923,-0.017918941,2.6,1,1.2,2,0.082614839,-0.01491111,1,-0.12583695,-0.113295859,0.650837977,0.15689029,0.15003833,0.10735398,0.007343076,-16.428486,1,-1,-26075.1328,0.002741009,0,0,1.5396968,-0.070287056,0.14215399,1,-8.83E-05,-0.15850563,-242.3184869,-0.015024488,0.067587145,0.001955315,0.054912701,0.012427986,0.036468264,0.000602007,-0.013029993,-15.55,0.12400455,-0.90058482,-0.059123345,11.448451,7.9640265,0.13760598,0.236690532,0.026553713,0.003302752,0.2,-0.043554801,-0.089085472,0.334690894,1.63E-08,1.75E-08,1.38E-08,-0.037167,0.000903,-0.03807
14322,200305,4.8128028,-1.8376148,-0.068118473,-0.23190011,0,12.6,7.93926248,0.17375916,29.4,0.99374998,1.0262855,-0.033165433,-0.20103526,-0.92092884,0.39814904,0.53655881,0.474396604,1.0822722,0.043270259,0.625786087,0.00839561,-7.2425232,-19011.084,-0.1080398,0.17354196,-0.004511595,0.074813262,32.997044,-0.43948078,-0.903974,0,0.017385736,-0.042552143,0,-0.014696658,-0.15987882,0.003929646,0.6,1,0.51341188,-0.32943639,0,0,-0.15298308,0.21698503,-1,-0.068548934,-1,0,-0.25103429,0.002117809,0.027974783,0.016006699,-0.19146474,0,-0.2679275,0,0,0,0,-8.2297316,-0.4,1.201079,0.083886459,-0.303408824,0.057433933,-11.87878,0.002427185,1.2271559,-7.4732628,-16.914009,0,0.016,4.77,-0.11316065,-930,0.177238784,-0.03773585,0.365711878,0.33296478,-10,-0.01892801,-0.099892341,0.082557015,-0.086263329,-0.249564105,-0.214277541,-0.181792211,0.50770533,59.610999,-0.018477212,-0.034700094,1.85E-10,0,0.018876623,-0.016133774,-0.49771538,0.39324006,0.3359054,0.38504487,0.64800578,0.14266138,0.004173555,-1.0403739,-0.5040406,4.148283,-0.37344596,4.8,-0.052323464,4614.9331,-0.50850105,-0.039219734,0.033908803,0.239337992,-0.009615178,-0.024926137,-0.017883971,-0.004054186,0.8,-0.033981446,0.012532258,-0.032017589,0.02497315,-0.080440305,6,-0.64977372,0.003349094,-2.6683977,0.020981088,0.097125687,1,0.82492048,0,0.50563818,0.10199247,-2902.3213,-1.3809527,-0.43819386,0.070392281,-0.57854402,6.2,1,0.10568553,2.0775511,-0.39455783,-0.050045781,0.013076347,-0.52894425,4.1109552,0.149164097,0.070349625,1.0726469,0,-0.10756249,0.78825134,-0.00887667,3,1.6,1,3.2,0.063936949,-0.023484343,0,-0.2152551,-0.269831639,-0.170027846,-0.11856095,0.12011766,4.4610496,0.01948243,0.2141927,1,-0.8,-113614.41,-0.008348018,0,0,1.2633625,0.009105938,0.13666858,0.6,-0.001441868,-0.33140886,-42.63211618,-0.021929951,0.022293927,0.005236945,0.24565202,-0.007042974,-0.27122685,0.048080981,-0.041038007,-9.1899996,-0.090029038,-1.0147191,0.04107425,6.3504906,-0.269281126,0.074155867,0.087875183,0.017665563,-0.060821682,0.2,-0.0359082,-0.138588743,0.63827199,6.67E-09,6.54E-09,8.50E-09,0.065993,0.000903,0.06509
11976,200305,0.67637753,-0.663482718,0.052323625,0.1479834,0,17.8,5.82251168,0.025775063,47,1.2173913,0.618901128,-0.089107491,0.11790105,-1.2725421,0.37684649,0.075063974,1.708293096,0.95953053,-0.195869156,1.356357517,0.005625189,-1.7763176,-532.027236,0.62203872,0.019157544,-0.017095625,0.22906344,-2.3460352,7.1431174,-0.82994545,0.6,0,0.80049801,0,0.12109602,0.063709497,0.006064801,-2.25,1,0.24075589,-0.031227186,-1,0,-0.17870572,0.13736732,0,-0.014468017,0,1.035,0.056391306,-0.000560411,0.16118807,0.1081242,0.052538484,0.075445257,0.001996467,0,0,0.4,0.4,-6.924695,-1,0.4558391,0.062406853,0.090803578,-0.50954932,3.5589354,0.000641026,2.2179174,-33.211937,-18.469393,0,-0.12,0.56,0,-178,0.066537431,-0.089285716,-0.15390015,0.47545028,-7,0.193543662,-0.006310653,-0.388735248,-0.3846187,-0.055269792,-0.102067776,-0.116210731,0.85873413,61.152999,-0.023416896,-0.025960093,8.96E-10,0,-0.018759824,0.020780538,0.10235129,0.33611268,0.32402277,0.409693,0.83044231,-0.13493252,-0.01470055,-0.56142551,0.69110817,0.29560241,0.040477738,3.4,-0.077275723,2688.1333,-0.11768183,0.018835204,-0.16648044,-0.16648044,-0.008973626,-0.0426475,-0.050872345,-0.009939787,0.6,-0.001970258,0.00742866,-0.04144688,-0.019044174,-0.018332316,3,-0.31668806,0.052538484,0.241138128,0.054324795,0.036800571,3,0.44226888,0,0.067901231,0.21743518,-354.42505,-1.0095917,-0.114046728,-0.077476269,-0.196603232,3.2,1,0.036800571,3.839761,2.0342205,-0.111453053,0.006527148,-0.37196386,-0.15617447,0.129129622,0.12111206,1.9070835,0,-1.937154064,0.52021706,0.014290981,3.8,1.2,1.6,3.8,-0.038093507,-0.029409384,0,-0.17538477,-0.250347643,0.026469072,1.9176767,-0.12219568,0.32509694,0.035905845,-0.13494137,1,-1,-24828.209,-0.057642996,0,1,0.62233257,0.17456079,0.15371768,0,-0.00102722,-0.17795993,-40.1418518,0.01423626,0.11400493,0.00123832,0.13213144,0.024101973,0.23527475,-0.096554995,0.072453022,-19.27,0.56554055,-0.43226698,0.14562751,11.448451,7.9640265,-0.017963545,0.236690532,0.004529291,0.024104801,0.2,-0.1079425,-0.131171504,0.648747684,1.04E-08,7.72E-09,1.28E-08,0.136729,0.000903,0.135826
14541,200305,1.0235436,-0.16426015,-0.036528633,0.053451817,0,14.4,0,0.029963777,47,1.0272727,0.534253,0.04828875,-0.87989533,-1.0361198,0.41917396,-0.12800738,0.197688116,0.32698691,0.158459839,0.222416855,0.00437348,-1.9349464,-13343.0962,0.20152891,0.14501037,0.009599313,0.056136381,0.56644839,1.1117697,-1.7042911,1,-0.031572923,0.014161825,0,-0.000182092,-0.062579975,0.029517254,0.5,0,-0.32863057,-0.95629257,-0.2,0,-0.14612664,0.20649439,0,0.004168613,-1,0.62099999,-0.16146623,-0.094752431,0.028696194,-0.23617423,-0.18825945,-0.009172305,-0.174055,0,0,0,0,-8.4987192,0,0.32006013,0.054903336,-1.924835444,0.036781008,27.044277,-0.004109187,2.313668,-5.6175961,-17.989765,0,-1.1799999,5.6500001,-0.034781374,-930,0.026340327,-0.095575221,-0.12644291,0.27141237,-9,0.143044586,0.093089819,0.12387265,0.1326782,-0.356629167,-0.352118875,-0.420812127,0.78734744,59.610999,-0.010862371,-0.012394867,5.37E-11,0,0.008725524,0.028217636,-0.20660441,-0.11786214,0.12269896,0.13260952,0.15738094,-1.6965499,-1.2095531,-0.92743874,-0.082121462,0.57174194,0.004531547,5,-0.037301563,3143.2,-0.2579447,-0.015592297,-0.05273509,-0.284058469,-0.008743319,-0.016196257,-0.020056002,-0.012317585,0,-0.016013646,-0.010778718,-0.040924158,0.014186429,0.014326648,4,-0.97130668,-0.023326265,0.747649742,0.048991889,0.04057344,1,1.0549167,0,0.44396019,0.20935389,-2612.978,-2.0059316,-0.117081344,-0.033733615,-0.13654225,5.2,0,0.042361185,1.9145255,-0.26064476,-0.053830054,0.12222783,0.88403851,2.3072484,0.191539184,0.002757704,0.232048856,0,-24593.287,0.023229831,0.014367696,3.4,1,1,1.6,-0.019905865,-0.013638306,1,-0.25404614,-0.7292999,-0.453316373,0.56673843,0.096825488,1.2912784,-0.00080576,-0.63341731,1,-1,-6019.666,5.10E-05,0,0,3.4233384,-0.013498449,0.13650617,1,-0.000974009,-0.062860362,-14.73223533,-0.017866332,0.019659156,0.002702335,0.15117231,-0.01245901,-0.60541874,-0.00503099,0.01749,-7.6700001,-0.93563175,-2.5091708,-0.46812654,10.544285,9.9206476,0.165910236,0.278820908,0.011825186,0.018571471,0.4,-0.0128642,-0.088241455,0.82699358,3.39E-08,3.53E-08,3.50E-08,0.141215,0.000903,0.140312
11927,200305,0.44012478,-0.59429348,0.067980403,0.038057763,0,15,9.15029668,0.000775816,20.8,1,0.51829171,0.010384897,-0.48784611,-1.4598626,0.34783164,-0.015045315,0.133166231,0.37225825,-0.096420973,-0.098783559,0.003795127,-1.4887686,-396.8522,0.17682345,0.058406476,0.002118456,0.12860648,-11.171923,-0.000285149,-1.5629835,0.8,-0.028870502,-0.097011387,0,-0.009681463,0.10176578,-0.002568298,0.133333302,1,0.39907238,-1.5534019,0,0,-0.043171406,0.079365902,0,0.060512611,-1,0.259,-0.10973806,-0.073004313,0.003096499,-0.28938669,-0.009381712,0,-0.009381709,0,0,1,0.6,-4.6648989,-0.4,0.28058475,0.039598294,-0.147901326,0.23524979,8.7151518,0,-1.0539433,-12.004318,-17.231491,0,-0.18000001,1.67,-0.0437891,-181,0.26356641,-0.005988024,-0.19167423,0.49321216,-9,-0.18128583,-0.036322638,0.024778625,-0.008986941,-0.04682922,-0.047375131,-0.036341951,0.95991677,76.6269998,-0.010837854,-0.016517437,2.91E-09,0,0.079777054,0.010511024,-0.025922548,-0.71785003,-0.39290676,-0.43898582,-1.0604689,-0.15704848,-0.22840457,-1.1313313,-1.0178462,0.14449471,0.026425155,3.4,-0.028089888,3172.8,0.10465783,0.022532781,0.32209218,0.32209218,-0.026684886,-0.016785104,-0.041903608,-0.023330192,0.2,0.017248005,0.024734298,0.032028742,0.103530116,-0.020989062,9,-0.99168086,0.036414761,0.115988165,-0.019123921,-0.009022148,0,0.71081376,0,0.2794871,0.22486255,-182.6313846,-1.318044972,-0.15368192,0.004525736,-0.497368108,5.2,1,0.014841756,1.269464,-0.3164224,-0.11532085,0.1656228,-0.44711897,1.1995825,0.17096366,0.013922077,1.079365778,0,-6.8428998,0.10379469,0.000313087,3.6,3,2.4,5,0.007049876,-0.016517556,0.4,-0.18379156,0.509947359,-0.504940868,2.6448603,0.10447351,0.39789227,-0.095416188,-0.037147518,0,-1,-15783.5202,0.0302562,0,0,1.3752841,-0.033037279,0.1258534,0.4,-0.00055847,-0.10681363,-2.40733889,-0.003213461,0.014456115,0.004500744,0.070093557,-0.016939002,-0.27648461,-0.006038999,0.022978002,-19.629999,-0.45876062,-1.5212935,-0.21276596,5.7931724,7.143311,-0.12797296,0.108770367,0.017204257,0.096919127,1,-0.044943981,-0.163197521,0.58134645,1.96E-08,1.89E-08,1.91E-08,-0.040083,0.000903,-0.040986
11267,200305,0.87183654,-4.02805434,-0.068312832,0.010722125,0,14,6.2930477,0.011981021,47,0.92934781,0.509832614,-0.017792823,-0.068542391,-0.56606078,0.65519589,0.06981504,0.718705879,0.50870079,0.05535024,0.398038948,0.00384867,-1.3842251,-44.271301,0.2077093,0.14171371,-0.010626101,0.3279345,-0.57631922,-0.64247179,-1.1296755,0,-0.003876892,0.078937285,-0.2,-0.059486538,-0.028325632,-0.001377348,-1.5,0,0.37112194,-0.937391194,0,0,-0.35343608,0.27727601,0,0.009386223,0,0.155,-0.019091981,0.019259999,0.075952352,-0.08382611,0,0,-0.046634708,0,0,1,3,-3.790735,-1,0.68605912,0.11205256,-0.36713409,0.51912498,-10.889831,0.001017598,-2.0707998,-3.8357384,-15.962799,-1,0.01,1.71,-0.027580145,-194,0.04084023,-0.01754386,-0.10671568,0.72067004,-13,0.24194445,0.043727871,0.025865715,0.008370111,-0.179489499,-0.191665014,-0.211388227,0.71865892,49.5909986,-0.016753714,-0.023143824,1.51E-08,0,-0.017028879,0.066411609,-0.27267864,-0.10319063,-0.04590695,-0.036716666,-0.27640045,0.004002266,-0.077826619,-0.94343519,-1.5809679,0.2555925,-0.53032929,4,-0.035986904,3706,-0.2184182,0.011919066,0.050760198,0.050760198,-0.026027042,-0.009159621,-0.072204448,-0.005230469,0,0.001635756,-0.017326687,0.015537256,0.07,-0.1688264,4.8,-0.4827252,0,0.22238277,0.062596552,0.05232032,0,1.892682,0,0.32881406,0.23253152,-17.629461,-0.585114802,-0.088144365,-0.071103044,0.6210922,4.4,0,0.065352291,0.092164509,-0.42069349,-0.112075079,0.2205507,0.74846846,1.7018356,0.116363276,0,0.034285422,0,-1.97366,0.16160774,-0.004035987,5,2,3.6,3.4,0.002791709,-0.022467893,1,-0.20118064,0.844300496,-0.345578434,-0.9103806,0.18358061,1.8528388,-0.002529593,0.13603829,1,-1,-14319.681,-0.360120206,0,0,1.4793669,-0.020586209,0.13300729,0,-0.000749649,-0.099800766,-0.987970401,0.010467549,0.060588904,-0.014574644,0.12355707,0.334141405,-0.08160463,0.0076474,-0.341788798,-19.8,-0.071774326,-1.1906726,0.045454547,2.66322604,0.41004356,-0.18589661,0.069327404,0.025393421,0.015507297,0,-0.117465987,-0.158272348,0.686423422,1.92E-08,2.85E-08,2.33E-08,-0.038049,0.000903,-0.038952
15202,200305,0.91336066,-0.33889094,0.037775995,0.08110071,0.4,12,10.3188422,0.000322531,47,1.0210526,0.64165568,0.028333329,-0.052546419,-1.564652,0.39595708,-0.17272779,0.273472782,0.61311746,0.429979604,0.310623899,0.007290341,-1.7673135,-1311.8552,0.18993391,0.13462688,-0.009121001,0.047558095,-3.1978335,-0.022256136,-1.0902333,1,-0.008864312,0.38382122,0,-0.017660439,0.004816152,-0.002565529,2,0,0.058892852,-2.3330109,0,0,-0.29627708,0.015081878,0,-0.044801189,-1,-0.31,0.00304159,0.003558883,0.014335055,-0.040073048,-0.001507214,0.01786866,-0.019375877,0,0,0,0,-5.3511672,0,0.25846234,0.058120277,0.33065014,0.682081223,-7.6989245,0,-0.039743267,-7.0721445,-17.175627,0,0.34999999,1.9400001,-0.010114579,-930,0.039893249,-0.056701031,-0.52415037,0.27298465,-12,0.45953232,0.098591603,-0.025031745,0.000768685,-0.709644603,-0.702883554,-0.703242598,0.76301539,57.124999,-0.005707828,-0.014424442,1.63E-09,0,-0.068687595,0.011742623,-0.26275533,-0.094219714,0.10758964,0.12788793,0.12389688,-0.12525588,-0.14778072,-0.80820209,-0.090989597,0.45659807,-0.11784312,6,-0.025139708,2887.7334,-0.25416547,-0.010300009,-0.06623549,-0.073946422,-0.012252267,-0.018368559,-0.004720339,-0.016581355,0.4,-0.021312339,0.046310473,0.015677705,0.035555623,-0.084256791,4,-0.77585804,-0.001613147,-0.214543069,0.027488388,0.023772206,0,0.69782305,0,0.36440471,0.19265211,-243.28642,-1.4625355,-0.26753449,-0.24254435,-0.23887105,6,0,0.023772206,1.2914586,-0.38653675,-0.08200714,0.044350039,0.65030175,1.8704518,0.160161805,0.001624481,1.3713856,0,11.91656,0.18639575,-0.000887782,4.2,1.6,1.2,4.2,0.058999076,-0.011599048,0,-0.07588926,0.056241598,-0.212658946,-0.38570777,0.13880421,0.81170046,-0.002211331,-8.1051798,0,-0.8,-25620.244,-0.007394001,0,0,0.78000462,-0.026660066,0.13330346,1,-0.00045725,-0.057876963,-1.362474957,-0.013983048,0.025229355,-0.000530775,0.13714612,-0.002464011,-0.025944555,0.014096007,-0.011631995,-13.57,0.088339426,-1.0026156,-0.020717131,10.551238,10.218463,-0.14804646,0.037313476,0.010873532,0.056634235,0.2,-0.2896485,-0.103689472,0.774531452,3.47E-08,3.19E-08,3.99E-08,0.055058,0.000903,0.054155
