permno,yyyymm,am,aop,abnormalaccruals,accruals,accrualsbm,activism1,activism2,adexp,ageipo,analystrevision,analystvalue,announcementreturn,assetgrowth,bm,bmdec,bpebm,beta,betafp,betaliquidityps,betatailrisk,bidaskspread,bookleverage,brandinvest,cboperprof,cf,cpvolspread,cash,cashprod,chassetturnover,cheq,chforecastaccrual,chinv,chinvia,chnanalyst,chnncoa,chnwc,chtax,changeinrecommendation,citationsrd,compequiss,compositedebtissuance,consrecomm,convdebt,coskewacx,coskewness,credratdg,customermomentum,debtissuance,delbreadth,delcoa,delcol,deldrc,delequ,delfinl,dellti,delnetfin,divinit,divomit,divseason,divyieldst,dolvol,downrecomm,ebm,ep,earnsupbig,earningsconsistency,earningsforecastdisparity,earningsstreak,earningssurprise,entmult,equityduration,exchswitch,exclexp,feps,fr,firmage,firmagemom,forecastdispersion,frontier,gp,governance,gradexp,grltnoa,grsaletogrinv,grsaletogroverhead,herf,herfasset,herfbe,high52,io_shortinterest,idiovol3f,idiovolaht,illiquidity,indipo,indmom,indretbig,intmom,intanbm,intancfp,intanep,intansp,invgrowth,investppeinv,investment,lrreversal,leverage,mrreversal,ms,maxret,meanrankrevgrowth,mom12m,mom12moffseason,mom6m,mom6mjunk,momoffseason,momoffseason06yrplus,momoffseason11yrplus,momoffseason16yrplus,momrev,momseason,momseason06yrplus,momseason11yrplus,momseason16yrplus,momseasonshort,momvol,noa,netdebtfinance,netdebtprice,netequityfinance,netpayoutyield,numearnincrease,opleverage,oscore,operprof,operprofrd,optionvolume1,optionvolume2,orderbacklog,orderbacklogchg,orgcap,ps,patentsrd,payoutyield,pctacc,pcttotacc,predictedfe,pricedelayrsq,pricedelayslope,pricedelaytstat,probinformedtrading,rd,rdability,rdipo,rds,rdcap,rev6,rio_disp,rio_mb,rio_turnover,rio_volatility,rivolspread,realizedvol,recomm_shortinterest,residualmomentum,returnskew,returnskew3f,revenuesurprise,roe,sp,shareiss1y,shareiss5y,sharerepurchase,sharevol,shortinterest,smileslope,spinoff,surpriserd,tax,totalaccruals,trendfactor,uprecomm,varcf,volmkt,volsd,volumetrend,xfin,betavix,cfp,dcpvolspread,dnoa,dvolcall,dvolput,fgr5yrlag,grcapx,grcapx3y,hire,iomom_cust,iomom_supp,realestate,retconglomerate,roaq,sfe,sinalgo,skew1,std_turn,tang,zerotrade,zerotradealt1,zerotradealt12,ret,rf,excessret
12067,200306,0.4494884,-5.0344214,-0.042674682,0.026134264,0,15.8,6.8965473,0.000486617,41,0.96296299,0.1987026,-0.055146288,0.17133752,-0.80773985,0.49559596,0.088128269,1.954589284,1.5876794,-0.062869266,1.300656333,0.01338057,-1.2018148,-698.55072,0.13941613,0.012116751,-0.002758801,0.39133179,-2.9956524,-1.5213126,-1.0981275,0.2,-0.004595491,0.92473221,-0.4,-0.056789931,-0.012086451,0.000975857,-0.33333325,1,0.56351775,-0.41807461,-0.2,0,-0.31481019,0.25355607,0,-0.000480318,0,-0.98900002,0.007073117,-0.005938962,0.020209474,-0.066753447,0.28068653,-0.055510737,-0.001402699,0,0,0.4,0.6,-8.5968895,-1,0.4586215,0.005473744,0.000188941,0.024156518,-26.973703,0.000345662,0.64723676,-96.052727,-16.565161,0,0,0.25999999,-0.000136799,-179,0.371164132,-0.23076923,-1.0131817,0.16927065,-5,0.55431074,0.13016899,-0.55243504,-0.22361441,-0.257597892,-0.35574107,-0.469717556,0.87013298,81.1923992,-0.017266909,-0.029593834,1.20E-10,0,0.12367883,0.054808133,-0.14571558,-0.51671183,-0.31376782,-0.41194838,-1.8435706,-0.031236248,-0.024051871,-0.58052123,0.11844363,0.078995161,-0.11583924,3,-0.055930234,2278.3333,0.01970586,0.058925449,0.23468654,0.23468654,-0.053238191,-0.024891376,-0.042834114,-0.02744627,0.6,-0.026460836,0.087767966,0.11793566,0.047755281,-0.20617647,7,-0.34423667,0.32819274,-0.025364564,0.008628083,0.005670293,1,0.3163965,0,0.02302976,0.11159489,-1182.5177,-1.4031924,-0.11061738,0.004550554,-0.11923745,5.8,1,0.018670198,8.3767014,-0.5301047,-0.10950062,0.009981227,-0.092508666,0.81993467,0.155079248,0.041444406,-0.71545082,0,9.2409601,0.30969092,-0.000807679,4,4,2,2,0.12664035,-0.025332116,0.6,-0.2092071,-0.373254641,-0.426410383,0.7630468,0.011149552,0.15093276,-0.038389765,-12.321679,1,-1,-65743.6034,-0.016754985,0,0,-3.7768636,0.021938344,0.11587486,0,-0.001317277,-1.1410228,-50.83405499,-0.031035604,0.37164202,-0.006359915,0.038733594,0.007191986,-0.09140759,0.022088975,-0.029280961,-22.540001,0.60890394,-0.45325944,0.025386145,2.0832908,3.0941081,0.00820297,0.043126825,0.004760236,0.078184599,0.6,-0.063953169,-0.151345383,0.60782778,1.58E-09,1.60E-09,1.49E-09,0.05711,0.000984,0.056126
12265,200306,0.22512896,-1.4353291,0.050016445,0.09728501,1,17,12.25369574,0.031653091,47,1,0.34874567,0.059348177,0.08790724,-1.1579674,0.31412399,0.10014114,1.17183031,0.88634402,0.100960989,1.602231357,0.01214644,-1.2925575,-44.087978,0.28753889,0.022067111,-0.001430512,0.62790662,-5.6152029,-1.5113635,-0.8803708,0.2,0.006277986,0.20491329,0,0.018242098,0.087521374,-0.003046493,-1,1,0.18511219,0.11874668,0,0,-0.11211284,0.14446592,0,0.4028571,0,1.7180001,0.090255566,-0.008346869,0.18369655,0.10029559,0,0,-0.11029281,0,0,0.2,0.2,-5.186038,-1,0.2743144,0.031054128,-0.609933542,0.52561766,-20.645897,0.002473207,0.1239231,-23.860027,-17.354538,0,0,0.40000001,0.006052652,-177,-0.015707036,-0.050000001,-0.74100637,0.45983389,-8,0.065111749,0.046316307,-0.12773548,-0.057343058,-0.356791524,-0.351821627,-0.394633993,0.93936116,59.610999,-0.01781409,-0.033075912,1.65E-08,0,0.18623026,0.035346445,-0.32967034,-0.57378149,0.011810744,0.11019084,0.066199154,0.11142305,-0.010098897,-1.2299355,0.3066667,0.050955698,-0.034090891,4,-0.05402302,3851.3999,0.59174323,0.080384264,0.81106478,0.81106478,-0.02672133,-0.053913694,-0.029283244,-0.032092705,0.4,0.01207164,-0.019895077,-0.056209281,0.120724953,-0.25229359,10,-0.14657269,0,-0.415394378,0.17997846,0.076596946,0,0.53709018,0,0.20742317,0.25376886,-2909.9966,-2.3364949,-0.18950871,-0.11624941,-0.3046644,5,1,0.086511113,1.6198671,0.13433711,-0.097134046,0.079415448,0.83206749,1.9148371,0.138711671,0.021003148,1.70497744,0,-5.0217199,0.008247986,0.003434636,3,3,4.2,4.8,0.042427689,-0.02691361,0,0.46307305,-0.246680625,-0.539062268,0.29876602,0.098859459,0.15704213,0.061117455,-12.4631,1,0,-32192.406,0.00643,0,0,-0.042832933,0.20371035,0.1210467,0,-0.000923431,-0.093673691,-6.012457551,0.027484937,0.18865159,0.01139143,0.045110643,-0.022298008,0.092013173,-0.027202994,0.049501002,-18.139999,0.079505302,-0.81746864,0,3.5761006,3.913991,-0.11162908,0.045473772,0.027299194,0.039665971,0,-0.11659534,-0.012220108,0.79527289,2.08E-08,7.02E-09,2.55E-08,0,0.000984,-0.000984
14593,200306,0.90037203,-0.42022052,-0.08396327,0.002272912,0,12.4,0,0.02987897,75.4,1,0.10362027,-0.03476911,-0.046005648,-0.26932523,0.83758146,0.15132648,1.318026542,0.69718999,0.130530049,0.707152404,0.016396845,-1.4565217,-18963.6424,0.13416958,0.026161969,-0.009269267,0.71152335,-0.16068393,0.61405587,-1.0446428,0.8,-0.005519928,-0.21289439,0,0.004655272,-0.021706894,-0.001660854,-0.5,1,-0.26507428,1.1277204,-0.2,0,-0.14516641,0.12941086,0,-0.024580305,0,-0.67699999,-0.039613605,-0.022729117,0.011202208,-0.028411398,0.000162351,0,0.00974105,0,0,0.6,0.2,-7.5999289,-1,0.73675418,0.01259084,-0.303408824,0.026275586,-65.545456,0.002592593,0.24976502,-18.133453,-16.148705,0,0,0.15000001,-0.005634304,-271,0.019264675,-0.2,0.1108551,0.27326134,-8,0.22218615,0.022647167,-1.184972,-0.13951746,-0.708110821,-0.727192404,-0.760493962,0.83195108,110.9071994,-0.019409983,-0.021216601,2.58E-10,0,0.18656218,-0.016133774,-0.33476391,0.13552332,0.024952512,0.090217069,-0.067795888,-3.0113964,-0.027736256,-1.2648749,0.44523814,0.31494436,-0.093896724,6,-0.051127009,4539.6665,0.012979765,0.026414906,0.25261694,0.25261694,-0.022818632,-0.001802105,-0.006732553,-0.033600137,0.8,0.046934992,0.043698333,-0.009988105,-0.11052755,-0.13882613,7,-0.012290318,0,0.57484853,-0.017046839,-0.020339051,0,0.88567799,0,0.037362639,0.097014926,-1292.092,-1.2625184,-0.43819386,0.070392281,-0.058151901,3.6,1,0.020777284,0.36923078,-3.5076923,-0.049741544,0.032910675,-0.93960083,4.0365396,0.280062248,0.063903823,-2.2683082,0,5.4635,0.223868786,-0.006246609,3.4,1.4,1,2.2,0.10583538,-0.022886221,0.8,-0.12882161,-0.433313507,-0.541708611,0.35519573,0.015873017,0.82088542,-0.022124603,-4.4515109,0,-0.6,-37797.5052,-0.014553994,0,0,1.6263736,-0.037867464,0.13131325,0,-0.00924394,-0.24850045,-63.16688925,-0.002583144,-0.016671959,0.002063855,0.012723581,0.005032003,-0.028732769,0.010179996,-0.015211999,-12.17,-0.62616825,-1.3523316,-0.068173178,3.5761006,3.913991,0.063049227,0.071411416,0.002233211,0.041628399,1,-0.02110175,-0.03451986,0.84647268,7.38E-09,3.91E-09,7.25E-09,0.061838,0.000984,0.060854
11707,200306,1.4654626,-0.037770584,0.002278337,0.053810079,1,16,12.25369574,0.215859323,47,1,0.60147715,-0.03261023,-0.060460817,-1.6911334,0.59174699,-0.20150769,0.612395565,1.0342698,0.566404828,0.271710405,0.006017876,-1.8644006,-39.4110062,0.18427531,0.12992109,-0.006056517,0.04940154,8.2756376,-0.043960035,-1.1489559,0.8,-0.00247509,-0.020356134,0,0.05754751,0.014556691,-0.00569391,0.1,0.8,-0.037796337,-0.30483112,0,0,-0.17423587,0.39934263,0,-0.030717241,-1,-0.31200001,-0.02669443,-0.030740483,0.040218766,-0.063481443,0.053741261,0,0.053741261,0,0,0,0,-5.0303578,-0.4,0.49561107,0.046078265,-0.543063437,0.11737617,-40.071426,0.003498542,-0.95428091,-6.7560782,-16.319889,0,-0.31,1.4,-0.057969637,-190,0.019207898,-0.042857144,0.58525372,0.27528796,-11,0.219037072,0.006617088,0.052026089,-0.05565441,-0.99999998,-1.000000055,-1,0.53847957,49.5909986,-0.0195629,-0.038309624,5.90E-09,0,0.26574934,-0.000232682,-0.32356599,0.26706466,0.14083996,0.2153635,0.34736517,0.000452357,-0.046036571,-1.2256446,-0.042258792,0.76834387,-0.12452844,4,-0.049099103,3844.6001,-0.46894923,-0.051798662,-0.2963641,-0.2963641,-0.015964976,-0.020253155,-0.004733775,-0.026082518,0,-0.006297485,0.10020725,0.068765201,-0.016051731,-0.044887763,1,-0.79066873,0.054462668,-0.39950854,0.00429166,0.004599814,0,0.46605411,0,0.26510486,0.16167432,-301.08588,-1.7917805,-0.165900602,-0.014679157,-0.68283451,5.2,1,0.011020733,1.8796953,-0.88554633,-0.037530385,0.02696087,0.47858289,1.6822785,0.146250372,0.029779604,-0.710530838,0,-11.08023,0.147046446,-0.024309833,4,2,2.8,5,-0.043859512,-0.024456555,0,-0.25274125,-0.206586965,-0.145712942,-0.59153253,0.087798841,0.89013296,-0.010560211,-0.064492032,1,-0.4,-32685.76,0.016507,0,0,1.5491798,-0.032438666,0.13379931,0.6,-0.000458936,-0.17259268,-1.702721184,-0.024721785,0.057079427,0.000449829,0.17625526,-0.02827999,0.001700339,0.078442007,-0.050162017,-12.43,-0.27491382,-1.3362702,-0.063795112,0.94979984,1.6840181,0.071659622,0.112160035,0.001802824,0.039441801,0,-0.088416533,-0.121915717,0.53134215,1.59E-08,1.70E-08,1.83E-08,0.085849,0.000984,0.084865
11731,200306,1.3203442,-0.24985434,-0.043053215,0.054770637,1,15.6,12.25369574,0.294750152,47,1,0.96790791,0.004323637,-0.085405648,-0.76674104,0.77475828,-0.18859458,0.788161457,0.51838076,0.322112735,0.706877011,0.00376645,-2.3631129,-36.3781042,0.20465814,0.14050442,-0.0107741,0.037044972,13.05479,0.22796762,-1.2651368,0.6,0.010304356,-0.053116582,0,0.004715651,0.027008191,-0.003424081,0,1,-0.053047299,0.064094238,-0.2,0,-0.11857324,0.25224382,0,-0.135383434,-1,-0.104,-0.01059559,-0.020486249,0.02207929,-0.086396873,0.047264405,0,0.047264412,0,0,0,0,-4.0371571,-0.4,0.33430833,0.099147543,0.118062053,0.11737617,13.2036173,0.000433651,1.332522,-6.3448834,-14.938709,0,0.17,2.28,-0.14056575,-190,-0.015838778,-0.016722942,-0.69382668,0.38866717,-5,0.114670179,0.048313901,0.12664117,-0.054063473,-0.438075364,-0.433215698,-1.025775716,1.0166975,49.5909986,-0.012052957,-0.017240436,7.71E-09,0,0.073528655,0.042582159,-0.19794458,-0.18919295,0.080929652,0.12351927,0.035154581,0.075839266,-0.063939422,-0.98280883,-0.82729143,0.79744136,-0.2921496,4,-0.041840944,4034.8,-0.003142833,0.02652844,0.29157346,0.29157346,-0.017673241,-0.011776223,-0.003531167,-0.029360836,0.2,-0.062809229,-0.003822607,0.013831511,0.028505813,-0.13786693,8.4,-0.64758366,0.04758342,-0.28330618,-0.008808048,-0.015104352,4,0.65356624,0,0.33010149,0.17782032,-224.841878,-1.4812626,-0.58452749,0.002387285,-0.52096605,6,1,0.011954973,1.1692103,-0.61304426,-0.074031854,0.19266859,1.0742433,1.9845837,0.150261884,0.03252561,-0.533171286,0,-26.901899,0.147777895,0.025897153,4.2,2,2.4,3.8,-0.029398728,-0.017751302,1,-0.11478779,-0.03306481,-0.125859578,2.5338576,0.12216986,1.0651909,-0.054620035,-0.19492486,0,-0.2,-12759.8,-0.013909793,0,0,1.6410655,-0.032424144,0.1172701,0.4,-0.00195192,-0.086072147,-1.102301694,-0.019427408,0.037249845,0.003999517,0.15510297,-0.0019806,-0.027233839,0.0254908,-0.0235102,-13.736,0.14072587,-0.97321045,0.086460665,2.0514538,2.3181927,0.072453696,0.008827533,0.020753894,0.10600194,0,-0.087144599,-0.036776213,0.63231617,1.80E-08,1.45E-08,2.14E-08,0.031414,0.000984,0.03043
12490,200306,0.67679572,-0.59821242,-0.027881842,0.08482822,0,14.2,8.54067944,0.010009821,47,1,0.62696856,0.024052942,-0.092523187,-1.9788704,0.18500277,-0.14006665,0.971308353,0.84002531,-0.031267419,0.735004092,0.005732298,-3.9816771,-37957.602,0.20146346,0.063306674,0.007022798,0.058263686,-7.7114644,0.82869768,-0.96476668,0.6,0.012511025,-0.029375166,0,0.000214465,0.063243173,0.000736018,-1,0.2,0.297316452,0.034342192,-1,-1,-0.36570999,0.15738475,0,0.092847739,-1,0.052000001,0.00423167,-0.049654488,0.011396289,0.009004476,0.012272926,0.007651639,0.010357311,0,0,0,0,-9.6232252,-1,0.019739749,0.040723208,-0.111477319,-0.11581479,-0.24607597,0.000505497,0.50317967,-13.248496,-17.894341,0,0.01,4.3099999,-0.045138888,-931,0.00508488,-0.013921114,-1.18577,0.35213092,-6,0.12376062,0.047469139,0.2375363,-0.070218205,-0.400097602,-0.449363249,-0.36386834,0.9168703,61.152999,-0.015234923,-0.015988984,2.56E-11,0,0.18656218,0.053689033,0.084440812,-0.82914764,-0.018804975,0.026445534,-0.23569229,0.28280339,0.03904295,-0.89280599,0.24260253,0.51698935,0.30171293,5,-0.02765882,4339.9331,0.23192193,0.028581625,0.14025453,-0.10509514,-0.010493221,-0.026498213,0.009624044,-0.005997746,0.2,0.020948831,0.069235131,-0.005069182,0.001028615,-0.0222222,6,-0.42033449,0.034340385,-0.412008244,0.044286434,0.031240977,1,0.71398365,0,0.53191113,0.17673397,-4806.6943,-0.87946135,-0.556459158,0.092783341,-0.092470743,5.4,0.4,0.031240977,1.4495687,-1.0254261,-0.044109095,0.022408482,0.22967233,2.2439041,0.135692844,0.033347361,-0.229468569,0,-4175.9077,0.643431957,0.00516282,2.2,1,1.2,1,0.001870394,-0.017710126,1,-0.10747061,0.023926597,-0.258948197,0.6756438,0.15709771,0.56948656,0.01889769,-2.6652803,1,-1,-13774.889,0.003114015,0,0,1.110397,-0.006601519,0.13227512,0,-0.00025003,-0.10311759,-40.59888025,-0.008931532,0.07529746,0.009990212,0.091652639,-0.002021015,0.017528564,0.009659022,-0.007638007,-9.6899996,0.15366809,-0.82732809,0.01254237,3.4886861,3.0100141,0.047539338,0.07983206,0.014375441,0.02503614,0.2,-0.044605833,-0.132651915,0.752284178,2.11E-08,2.40E-08,1.97E-08,-0.062926,0.000984,-0.06391
13928,200306,2.0657642,-2.6930571,-0.041498678,0.041337579,0,13.6,8.859293,0.000994759,47,1.0208334,0.79368657,-0.014755044,-1.1817873,-0.85319179,1.1565164,-0.23519361,0.220065544,0.33417985,0.058280894,0.224647541,0.002610767,-2.0285125,-21361.131,0.094981521,0.080279708,0.016508803,0.005279712,129.12393,0.032314062,-2.0583682,1,-0.02190035,-0.17500997,0,0.032917321,0.009977679,0.032853451,-0.66666675,0,-0.7749356,-1.7043257,0,0,-0.1803806,0.28279212,0,0.070424037,-1,0.104,-0.11378544,-0.13331191,0.028696194,-0.27088967,-0.19235541,-0.006996689,-0.18535872,0,0,1,2,-7.727191,-1,0.5583818,0.021800326,-0.134268126,0.39591697,64.801895,0.002504658,1.9464675,-10.390804,-18.785873,0,-0.059999999,5.3899999,-0.062374055,-931,0.00508488,-0.12987013,0.49228764,0.095775418,-6,0.49995595,0.02284788,-0.33414429,0.53709745,-0.205105634,-0.168597825,-0.187641835,0.92614496,68.6869994,-0.006012047,-0.013657676,1.31E-10,0,0.16025878,0.080654102,-0.15665765,0.27826747,0.016840653,0.046539862,-0.058793463,-0.44013256,-0.57804471,-1.087093906,-0.055892121,1.2546864,-0.047078986,5.8,-0.019825824,2626.3333,-0.054703582,0.007462463,0.13305169,0.279397828,-0.011347307,-0.010858462,-0.007064907,-0.017796217,0.4,-0.007738538,0.043538667,0.10536905,0.002909248,-0.12109376,6,-1.3950081,0.024809688,-0.53257227,0.011423166,0.01954091,2,0.58600134,0,0.15882373,0.076019056,-606.05859,-0.53218347,-0.38280082,-0.212930981,-0.50998992,6,0,0.020884346,5.959384,3.7288136,-0.080991037,0.15597291,0.78202403,1.7004505,0.143347836,0.009544306,0.812753804,0,1642.0133,0.194337866,0.046228547,4.4,3.6,1.2,4.2,0.045611352,-0.008881728,1,-0.25542888,0.253882922,0.5701027,2.0887973,-0.009994241,1.3580337,-0.77515215,-1.6000481,0,-1,-10962.479,-0.004322007,0,1,5.0380154,0.031234914,0.12506594,0,-0.001080449,-0.062924519,-11.83540492,-0.023729466,0.026419908,0.001875805,0.1335934,0.002232015,-0.75077379,0.001026988,-0.003259003,-8.6499996,-0.18658735,-1.8072487,-0.38244513,1.4986563,2.8796434,0.00334157,0.087722268,0.016437607,0.071481558,0,-0.038910165,-0.047041812,0.606827114,3.12E-08,3.30E-08,2.84E-08,0.015379,0.000984,0.014395
15720,200306,6.2177348,0.75983733,-0.024236311,-0.034685545,0,15,10.8851996,0.039329277,47,0.98750001,0.7307992,0.010037782,0.094904006,-0.022224862,2.7056143,0.29086435,0.066514874,0.32969773,-0.01757662,0.41326809,0.008920454,-3.1862915,-2214.32306,0.029864199,0.40798983,-0.005506843,0.067729652,11.289783,-0.34760952,-1.3560513,0,-0.000628051,-0.26459894,0,-0.029221229,-0.040405322,0.000380704,0,0,0.30714798,-0.43002209,-0.4,0,0.12761579,0.078876674,0,-0.004018228,-1,0.36399999,0.014987581,0.059893232,0.003688415,-0.033258159,0.062719464,-0.010848154,0.073567614,0,0,0.4,0.8,-5.7737489,0,1.1197338,0.29889709,0.068843471,0.551235677,-31.438461,0.014234875,0.20918547,-5.3959656,-7.1250048,0,-0.029999999,1.58,-0.073789366,-926,0.083019334,-0.075949363,-0.460998536,0.10221127,-9,-0.03861155,0.013047406,0.07029444,-0.031722457,-0.445615794,-0.4158465,-0.415744517,0.85572916,59.610999,-0.015605042,-0.031463301,1.36E-09,0,0.19328772,-0.002368697,-0.40568057,0.33747944,0.40021151,0.3916876,0.63053221,0.118707806,-0.010360581,-1.2328053,0.10471593,5.2579126,-0.23576155,5.6,-0.040829122,3764.1333,-0.042352892,0.038206244,0.37383968,0.37383968,0.003743222,-0.011040872,-0.010269937,-0.019154964,0,0.026127402,-0.004868387,0.041509636,0.013624296,-0.22941174,8,-0.40863109,0.072654083,-2.4808173,0,0.035722176,0,0.24293955,0,0.523151602,0.239854146,-1230.0143,-2.3336961,-0.091243739,0.017511997,0.932439134,6.4,0,0.071486652,1.0164645,-2.4452555,-0.011041947,0.093445353,0.89306992,2.5537314,0.186218996,0.010638934,1.35531286,0,-28,0.18639575,-0.017218972,3.4,1.6,1.2,3.2,0.16934758,-0.019242128,1,0.12700564,0.038867603,0.235528106,0.088492975,0.24701375,2.1460564,0,0.1005336,0,-1,-18017.283,-0.024295002,0,0,1.8172815,-0.073394246,0.12501255,0,-0.086794212,-0.08470092,-24.35595968,-0.011715816,0.076463163,0.0098599,0.43470344,0.049615979,-0.015364116,0.031531006,-0.081146985,-7.6700001,-0.068548389,-1.3061336,-0.004933004,3.5635605,3.8220119,-0.115096311,0.010820813,0.001892801,0.063575592,0.2,-0.030046827,-0.096148578,0.69648738,2.47E-08,2.04E-08,2.13E-08,0.009214,0.000984,0.00823
10890,200306,1.2375875,-1.4430523,-0.097765001,0.047439657,0,12,9.3333535,0.007279342,47,1,0.76837432,0.028081426,0.13653776,-1.5400858,0.26647472,-0.1188479,1.203554515,1.1512866,-0.084492656,1.332903023,0.010465257,-5.8193927,-2528.5659,0.11257879,0.093786746,0.000677496,0.085713156,3.1686909,-0.079864584,-0.40516874,0.2,0.009860006,-0.22776303,-0.6,0.19791338,0.029002376,0.000485344,-2,0,0.002518847,0.71260232,-1,0,-0.25508314,0.28399545,0,0.062991329,0,0.41600001,0.04353286,0.025896469,0.045876935,0.23379377,-0.000669736,-0.026789451,0.026119709,0,0,0.4,0.8,-5.629282,-1,0.093818195,0.069420397,-0.190232813,0.090436069,2.043478,-0.000412698,0.077646703,-7.8812342,-17.680872,0,0,0.77999997,-0.22178395,-931,0.090578559,-0.025641026,-0.8296566,0.36997631,-12,0.19475812,-0.12632589,0.10991783,0.016872032,-0.322696209,-0.305977386,-0.284477358,1.0876882,49.5909986,-0.022970691,-0.029672343,2.34E-09,0,0.18255344,0.053069182,-0.020979002,-0.887869244,0.21271795,0.35166129,0.81171626,0.16972522,-0.007748175,-1.1467919,0.57824886,1.0118036,0.038655471,5,-0.063203424,4805.2002,0.25444445,0.038242686,0.14040409,0.14040409,-0.00846462,-0.031285837,-0.00656198,-0.01676123,0.2,-0.1321013,-0.06050811,-0.023090066,0.030008692,-0.16444445,6,-0.23487198,0.00068834,0.249943425,-0.005395098,-0.009027765,4,1.0096961,0,0.58095795,0.17083551,-529.2868,-1.4266331,-1.1162271,0.12378365,0.21211237,5.6,0.4,0.20068924,0.45515695,-1.2618834,-0.061120536,0.050322384,0.26906383,1.0200903,0.134763863,0.067899115,-0.187605384,0,-1501.5974,0.16272906,0.010729614,2.6,1,1,2.6,-0.11742795,-0.030876404,0,0.41806087,-0.2793561,-0.484351898,1.9137906,0.26051402,1.3931121,-0.016821869,-0.3038131,0,-1,-23899.508,0.007373005,0,0,0.71620756,-0.048777103,0.11988284,0,-0.007345836,-0.065252312,-22.071987,0.008961414,-0.005078894,0.012453341,0.080619335,-0.054659992,0.20387928,0.050879985,0.003780007,-10.07,0.010590015,-0.95350718,0.066401064,3.4886861,3.0100141,-0.059573576,0.083895073,0.007728751,0.008302752,0.6,-0.074733498,-0.149464063,0.52150131,2.72E-08,2.24E-08,2.64E-08,0.087688,0.000984,0.086704
11674,200306,2.9640174,-0.006037608,-0.041194042,0.029428586,0.2,18,5.56794872,0.011430035,47,0.90813649,0.87240231,-0.053534292,-0.000520075,-1.1558406,0.72700924,1.1137793,-0.111544285,0.22171214,-0.066834029,0.082009686,0.004190446,-3.4055586,-52.609032,0.083064765,0.21431273,-0.011257663,0.011283639,34.452663,-0.24259126,-0.99477011,0,-0.003691572,-0.017758805,-0.2,-0.013144493,-0.010020876,-0.001196172,-0.4,0.4,0.13957171,-0.77908403,-0.2,0,-0.12262331,-0.2347082,0,-0.082900346,-1,-0.67699999,0.000363958,0.010398794,0.008527066,0.001247855,-0.004783445,0.006655228,-0.007279156,0,0,0,0,-6.3107338,-0.6,1.8171133,0.081336491,-0.16011292,-0.084353524,-15.520574,-0.006122449,-0.78376007,-8.228281,-15.172208,0,-0.14,3.46,-0.10846597,-931,0.083019334,-0.080924854,0.487706186,0.096891567,-11,0.40290704,0.012262725,-0.36756125,-0.046614684,-0.170889205,-0.191210743,-0.200148242,0.78409088,67.8069994,-0.01102131,-0.016075106,4.39E-10,0,0.19328772,0.04071375,-0.029725857,0.03929621,0.13605629,0.14169866,-0.0008998,-0.392966149,-0.045038484,-1.0198498,-0.50016469,2.2606835,-0.16007015,3.6,-0.014101581,2358.6001,0.007088863,0.007197661,-0.05372069,0.690650374,-0.011491084,-0.008051227,-0.019380655,-0.013484032,0,-0.025126461,0.021411121,0.048973732,-0.01903913,-0.082437284,2,-0.62304974,-0.003431602,-1.363066,0.004263505,0.010939243,0,0.25392452,0,0.263005302,0.27023701,-130.22713,-0.82836646,-0.275300768,-0.104808711,-0.307578758,3.4,0,0.045043942,0.54113925,-1.079114,-0.025814863,0.37302953,1.5733691,2.5254252,0.13695424,0.034052224,-0.155556046,0,-608.6192,0,-0.009175249,4.6,1.4,2.8,5,0.036659047,-0.01146409,1,-0.063811526,0.371642893,0.614953425,0.13814314,0.13844469,1.039825,-0.029566227,-0.15784252,1,-1,-18543.906,0.006864995,0,0,0.72332734,-0.03562513,0.12757623,0.2,-0.001247706,-0.10914268,-5.063706536,-0.012336686,0.000831687,0.002234885,0.15006512,-0.005621001,-0.006396921,0.034868002,-0.029247001,-6.7800002,-0.31375167,-1.1424148,-0.005875706,3.5635605,3.8220119,0.118418344,0.010820813,0.005613889,0.027845955,0,-0.057318501,-0.16605366,0.612759966,1.99E-08,1.64E-08,2.17E-08,-0.096763,0.000984,-0.097747
